filename,a,b,c,d,e,f
sample_0000.png,-0.3936599335923189,-0.5809300592056077,-0.06241556653173359,-0.08939986259861317,0.6612088437128314,-0.24179939953042226
sample_0001.png,0.05209208531490068,0.20472992236162282,0.19700994804304509,-0.5257298998423232,-0.36715882586958304,0.7108879116339479
sample_0002.png,0.23380658769041393,-0.21316312109878885,0.2068139570027578,0.43991629978571195,0.5124100903454126,-0.6332720576812961
sample_0003.png,-0.026799943541864543,0.08802874340596545,0.08708011818158745,-0.7535835004400319,-0.38816648419928135,0.5151586598193975
sample_0004.png,0.0880056091600655,-0.2542830348140986,-0.05482467313947207,-0.4783460281718769,-0.6150222794915339,0.5634909752946142
sample_0005.png,0.2687532097942945,-0.13053579659010367,-0.21132122836717446,-0.553065381271329,0.4642347465367515,-0.587094745865092
sample_0006.png,0.2616613325448347,0.23639826659245236,0.15786349815052958,0.4869404689118511,-0.2986425902319998,-0.7241753279351979
sample_0007.png,0.18238704956998233,-0.37054313451310794,-0.18381998867764793,-0.5159813127890226,-0.5059075389896691,-0.5229376714512354
sample_0008.png,0.42173017138947716,0.34057783982620976,-0.21234914691473497,-0.500930155630452,0.6400325114154454,-0.022036353486642558
sample_0009.png,0.192457608845524,-0.11045157111571535,0.12026449692812181,-0.19406605373740074,0.629861161876493,-0.7084562467510227
sample_0010.png,0.08475726862576033,0.23885339756603707,0.16696948881248092,0.8058001910151008,-0.19993633745302958,-0.4675446105109709
sample_0011.png,-0.11872421291262224,0.654104180990815,-0.10000960777538065,-0.14760245421843055,-0.720230685584735,0.08678499341514398
sample_0012.png,0.2116227608006163,0.31010546634923813,-0.17337437884449602,0.2538727897681639,0.6908603661986885,0.5359592266608303
sample_0013.png,0.13704473539696815,-0.3295312862523964,-0.058649057140539106,-0.4714908239810746,-0.7389019917606149,-0.31766084028596503
sample_0014.png,-0.049037430804210344,0.19054260708405601,-0.11591505641978776,-0.4601644833496007,-0.5016537565486618,0.6960206187787411
sample_0015.png,-0.1299678654065118,0.008710846519113668,-0.25550468866012005,-0.6002317076050271,-0.12286832933249241,0.7364612006208376
sample_0016.png,0.05465554093220637,-0.20722917302566957,-0.2570460705766303,-0.2090572648869,0.3796066141653338,0.8367735881190078
sample_0017.png,-0.3100525381578519,0.04753383715750363,0.2012901534123163,0.5107666456144531,0.7322895493228232,0.25290251427484867
sample_0018.png,0.3026524449234364,-0.25795138990878336,-0.32323192177836324,-0.4698480291706421,-0.352639665799974,0.6263160530901354
sample_0019.png,0.4053936602853817,0.0942292939348007,0.06112402169938389,0.20397925548245177,-0.24938063503871485,-0.8480816213883984
sample_0020.png,-0.34703778643674676,-0.17273743254431537,0.5051996050930254,-0.6276468713689807,-0.0727861838278204,-0.441884022681795
sample_0021.png,0.3369776083922693,0.17372753324515736,0.2655790124037754,-0.6313223988594662,0.5550103542871934,-0.2812972789376885
sample_0022.png,-0.10291518196336155,0.06425632222394352,0.21166345298764727,-0.22561369072813664,0.8838450884029863,0.3292331928997944
sample_0023.png,0.35903808528636083,-0.4412095583512257,-0.44953962103718453,-0.046173661524346085,0.12036776741729434,0.6765497037170115
sample_0024.png,-0.2887034683274622,-0.050897467605468066,-0.12804797483119962,0.6560188953002677,-0.45114566217433044,0.5135857005592877
sample_0025.png,0.25172219134747764,-0.08143238685609164,0.3812992452791576,-0.05803621908660306,0.5854778139504356,-0.6621654755041515
sample_0026.png,0.0650311350205339,0.018527354098833774,-0.1312997004793385,-0.331539228526887,0.11625709351402164,-0.9245291263327198
sample_0027.png,-0.003450051299421751,-0.2691986392112179,0.13225615275867242,0.6336895892816705,-0.6973484513651267,-0.14889977053381226
sample_0028.png,-0.45910072065694585,-0.41617860057795975,0.10898851800170924,0.42470674678753245,-0.11771196941913344,0.6402432937139249
